N,Order,Mode,Repetition_ID,Run_Type,Perf_Cache_Miss_Rate,Perf_IPC,Perf_L1-dcache-load-misses,Perf_branch-misses,Perf_branches,Perf_cache-misses,Perf_cache-references,Perf_cycles,Perf_dTLB-load-misses,Perf_instructions,Perf_task-clock,Gprof_Runtime_Mean_s,Gprof_Runtime_s
2500,ijk,cpu,1,Individual,0.46244478340203804,3.2741761144614916,16821733892.0,6571676.0,6571676.0,14632587551.0,31641804765.0,181612890907.0,8962.0,594632589486.0,40794684049.0,,40.49479269981384
2500,ijk,cpu,2,Individual,0.462250274297086,3.2716018832477136,16825914788.0,6566530.0,6566530.0,14632361373.0,31654629941.0,181755689989.0,36617.0,594632257659.0,40795076172.0,,40.53416442871094
2500,ijk,cpu,3,Individual,0.46185919868488534,3.271621615346043,16798260053.0,6566144.0,6566144.0,14585442703.0,31579846725.0,181769830126.0,39785.0,594682105258.0,40642450624.0,,40.26250863075256
2500,ijk,cpu,4,Individual,0.4615229367163209,3.2785346588615547,16828845789.0,6573705.0,6573705.0,14571774080.0,31573239206.0,181497667937.0,42202.0,595046394834.0,40560774449.0,,40.39171314239502
2500,ijk,cpu,5,Individual,0.4620311399416823,3.276290731015077,16785183570.0,6571786.0,6571786.0,14562305630.0,31518017664.0,181640266203.0,4553.0,595106320540.0,40740659179.0,,40.470911264419556
2500,ijk,cpu,AVG,Mean,0.46202166660840255,3.2744450005863754,16811987618.4,6569968.2,6569968.2,14596894267.4,31593507660.2,181655269032.4,26423.8,594819933555.4,40706728894.6,40.43081803321839,
2500,ijk,io,1,Individual,0.015053663300845217,2.677248456556774,313268.0,6911.0,6911.0,12608.0,837537.0,41452124.0,837.0,110977635.0,19931569.0,,0.020015954971313477
2500,ijk,io,2,Individual,0.01016183896044571,3.0265560444316986,355222.0,7482.0,7482.0,9966.0,980728.0,29904416.0,713.0,90507391.0,18839931.0,,0.020394325256347656
2500,ijk,io,3,Individual,0.009616428946742714,2.770936424814074,324281.0,7340.0,7340.0,9828.0,1022001.0,31548032.0,119.0,87417591.0,18617423.0,,0.019391298294067383
2500,ijk,io,4,Individual,0.0147589886557871,2.937404767706559,317757.0,7284.0,7284.0,11795.0,799174.0,39601850.0,1006.0,116326663.0,20157462.0,,0.019313812255859375
2500,ijk,io,5,Individual,0.009481981791512916,2.8040197844367167,318911.0,7203.0,7203.0,10091.0,1064229.0,30446558.0,861.0,85372751.0,19451577.0,,0.02055835723876953
2500,ijk,io,AVG,Mean,0.011814580331066731,2.8432330955891643,325887.8,7244.0,7244.0,10857.6,940733.8,34590596.0,707.2,98120406.2,19399592.4,0.019934749603271483,
2500,ikj,cpu,1,Individual,0.06871907460155152,4.019945694064808,1099403950.0,6548862.0,6548862.0,175599472.0,2555323584.0,147997905784.0,6195.0,594943544087.0,33348924270.0,,33.02690887451172
2500,ikj,cpu,2,Individual,0.06564031735168169,4.022330507182602,1088525390.0,6548442.0,6548442.0,164719072.0,2509419190.0,147810394901.0,3911.0,594542260689.0,33333362847.0,,33.065885066986084
2500,ikj,cpu,3,Individual,0.06842727720199743,4.020863181478489,1099160676.0,6553385.0,6553385.0,174902818.0,2556039421.0,147910944224.0,3794.0,594729669768.0,33381957892.0,,33.04745316505432
2500,ikj,cpu,4,Individual,0.06017148122859887,4.027824895658828,1087137328.0,6544156.0,6544156.0,149638854.0,2486873365.0,147702604509.0,3481.0,594920227595.0,33268798278.0,,33.06020379066467
2500,ikj,cpu,5,Individual,0.06802744250560415,4.022262474328694,1099541481.0,6551412.0,6551412.0,173679314.0,2553077223.0,147921097241.0,4528.0,594977478594.0,33328166548.0,,33.04332733154297
2500,ikj,cpu,AVG,Mean,0.06619711857788674,4.0226453505426845,1094753765.0,6549251.4,6549251.4,167707906.0,2532146556.6,147868589331.8,4381.8,594822636146.6,33332241967.0,33.04875564575195,
2500,ikj,io,1,Individual,0.013236634809419912,2.3688182921596197,321066.0,7193.0,7193.0,12922.0,976230.0,38733491.0,794.0,91752602.0,18897920.0,,0.01967763900756836
2500,ikj,io,2,Individual,0.012893080779225375,2.415854093500703,320820.0,7378.0,7378.0,12389.0,960903.0,38783687.0,818.0,93695729.0,19021100.0,,0.01982736587524414
2500,ikj,io,3,Individual,0.014423583084751711,3.7715029671351896,377908.0,7950.0,7950.0,9864.0,683880.0,29884213.0,356.0,112708398.0,19798540.0,,0.019906282424926758
2500,ikj,io,4,Individual,0.016047044073155443,2.983156981959041,330589.0,7371.0,7371.0,11775.0,733780.0,39643014.0,1014.0,118261334.0,20701241.0,,0.02015233039855957
2500,ikj,io,5,Individual,0.015641357615726575,2.757043679856699,321946.0,6978.0,6978.0,12371.0,790916.0,41989309.0,1126.0,115766359.0,19216637.0,,0.020909786224365234
2500,ikj,io,AVG,Mean,0.014448340072455804,2.859275202922251,334465.8,7374.0,7374.0,11864.2,829141.8,37806742.8,821.6,106436884.4,19527087.6,0.020094680786132812,
2500,jik,cpu,1,Individual,0.4329508236644489,3.837444462050159,16796974122.0,6554927.0,6554927.0,13743146089.0,31742972499.0,155067043565.0,104542.0,595061167575.0,35051087099.0,,34.640947580337524
2500,jik,cpu,2,Individual,0.427378246239066,3.834047709309239,16834533153.0,6559503.0,6559503.0,13469345900.0,31516217820.0,155091655613.0,155564.0,594628806936.0,35080212454.0,,34.8132803440094
2500,jik,cpu,3,Individual,0.4272932446342002,3.8373315803822314,16830309910.0,6554917.0,6554917.0,13479594640.0,31546472614.0,154965661265.0,33945.0,594654625847.0,35053321723.0,,34.637301445007324
2500,jik,cpu,4,Individual,0.4290181622277696,3.8396379512608783,16832549370.0,6553690.0,6553690.0,13548553245.0,31580372203.0,154960147344.0,129077.0,594990862675.0,35070295043.0,,34.810810565948486
2500,jik,cpu,5,Individual,0.4269018528555074,3.8397421376421303,16791163298.0,6554538.0,6554538.0,13416022069.0,31426478895.0,154949801786.0,107901.0,594967283137.0,35062232127.0,,34.691977739334106
2500,jik,cpu,AVG,Mean,0.42870846592419837,3.837640768128928,16817105970.6,6555515.0,6555515.0,13531332388.6,31562502806.2,155006861914.6,106205.8,594860549234.0,35063429689.2,34.718863534927365,
2500,jik,io,1,Individual,0.009931896146165853,2.666255594374976,328666.0,7530.0,7530.0,9838.0,990546.0,33185566.0,205.0,88481201.0,18060689.0,,0.020554304122924805
2500,jik,io,2,Individual,0.016026223130957473,3.3234346976079494,319078.0,7468.0,7468.0,10942.0,682756.0,39285077.0,946.0,130561388.0,20845703.0,,0.01918482780456543
2500,jik,io,3,Individual,0.013383162968063132,2.427386032640068,324248.0,7339.0,7339.0,12129.0,906288.0,40837109.0,345.0,99127428.0,18895285.0,,0.01967310905456543
2500,jik,io,4,Individual,0.014659196758574055,3.5186813511883623,356820.0,7725.0,7725.0,10796.0,736466.0,31844324.0,281.0,112050029.0,20514451.0,,0.019120216369628906
2500,jik,io,5,Individual,0.014739305158111138,2.9162125848007796,319230.0,7348.0,7348.0,11414.0,774392.0,40731642.0,1038.0,118782127.0,19732245.0,,0.020302772521972656
2500,jik,io,AVG,Mean,0.013747956832374331,2.970394052122427,329608.4,7482.0,7482.0,11023.8,818089.6,37176743.6,563.0,109800434.6,19609674.6,0.019767045974731445,
