N,Layout,Algorithm,Type,Repetition_ID,Run_Type,Perf_IPC,Perf_L1-dcache-load-misses,Perf_branch-misses,Perf_branches,Perf_cycles,Perf_dTLB-load-misses,Perf_instructions,Perf_task-clock,Gprof_Runtime_Mean_s,Gprof_Runtime_s
128000,array,merge,int,1,Individual,2.418521331137969,189728.0,1055951.0,1055951.0,97150771.0,768.0,234961212.0,23411214.0,,0.023866891860961914
128000,array,merge,int,2,Individual,2.511966595735233,189508.0,1054369.0,1054369.0,95055647.0,837.0,238776610.0,23595149.0,,0.022513628005981445
128000,array,merge,int,3,Individual,2.4706818038425853,188122.0,1062378.0,1062378.0,96556452.0,889.0,238560269.0,23140816.0,,0.024639606475830078
128000,array,merge,int,4,Individual,2.5001805760980615,182932.0,1044446.0,1044446.0,95757413.0,814.0,239410824.0,23138933.0,,0.02361607551574707
128000,array,merge,int,5,Individual,2.5137676732199687,216280.0,1080552.0,1080552.0,93649884.0,756.0,235414051.0,22549768.0,,0.02466106414794922
128000,array,merge,int,AVG,Mean,2.4830235960067633,193314.0,1059539.2,1059539.2,95634033.4,812.8,237424593.2,23167176.0,0.023859453201293946,
128000,array,merge,double,1,Individual,2.5119851313969384,445207.0,1231244.0,1231244.0,146707528.0,2075.0,368527129.0,35501577.0,,0.03566336631774902
128000,array,merge,double,2,Individual,2.5635615359352113,446628.0,1224578.0,1224578.0,145626429.0,1465.0,373322312.0,35171658.0,,0.036704301834106445
128000,array,merge,double,3,Individual,2.589798698382683,456873.0,1230294.0,1230294.0,143666804.0,1686.0,372068102.0,34953429.0,,0.03446054458618164
128000,array,merge,double,4,Individual,2.58600178704886,441456.0,1228057.0,1228057.0,144250113.0,1456.0,373031050.0,34905167.0,,0.03510427474975586
128000,array,merge,double,5,Individual,2.46312280755609,452263.0,1262228.0,1262228.0,147049657.0,1965.0,362201364.0,36303261.0,,0.035498857498168945
128000,array,merge,double,AVG,Mean,2.5428939920639566,448485.4,1235280.2,1235280.2,145460106.2,1729.4,369829991.4,35367018.4,0.035486268997192386,
128000,list,insertion,int,1,Individual,0.297009819620231,4063298892.0,201363.0,201363.0,193435782374.0,15412.0,57452326831.0,41806943779.0,,41.35836052894592
128000,list,insertion,int,2,Individual,0.2983183365632339,4063861751.0,202037.0,202037.0,192682445676.0,18447.0,57480706679.0,41510675839.0,,41.22375464439392
128000,list,insertion,int,3,Individual,0.29800758381381,4063500397.0,200760.0,200760.0,192859278279.0,13799.0,57473527536.0,41451644835.0,,41.18070363998413
128000,list,insertion,int,4,Individual,0.298400964946227,4063313815.0,202075.0,202075.0,192596865199.0,35297.0,57471090421.0,41388017450.0,,41.68187880516052
128000,list,insertion,int,5,Individual,0.2953678200575929,4063157384.0,203303.0,203303.0,194569197744.0,81168.0,57469479788.0,42433829705.0,,41.210103273391724
128000,list,insertion,int,AVG,Mean,0.29742090500021895,4063426447.8,201907.6,201907.6,193228713854.4,32824.6,57469426251.0,41718222321.6,41.33096017837524,
128000,list,insertion,double,1,Individual,0.2972953985934798,4064101298.0,350216.0,350216.0,193644722042.0,16542.0,57569684825.0,41714230225.0,,41.1682813167572
128000,list,insertion,double,2,Individual,0.29701459136778663,4064345214.0,353931.0,353931.0,193796955183.0,15255.0,57560523452.0,41757025372.0,,41.213019371032715
128000,list,insertion,double,3,Individual,0.2982750040067647,4065214379.0,352454.0,352454.0,192998555768.0,17618.0,57566644995.0,41502337428.0,,41.25886607170105
128000,list,insertion,double,4,Individual,0.29328184824908077,4062067749.0,349759.0,349759.0,196316639665.0,71796.0,57576106923.0,42965578528.0,,41.65256881713867
128000,list,insertion,double,5,Individual,0.28600365002552225,4065646547.0,357239.0,357239.0,201243870083.0,194886.0,57556481389.0,44179698452.0,,43.1807074546814
128000,list,insertion,double,AVG,Mean,0.29437409844852686,4064275037.4,352719.8,352719.8,195600148548.2,63219.4,57565888316.8,42423774001.0,41.694688606262204,
128000,list,bubble,int,1,Individual,1.597201036605725,8143727372.0,2000238451.0,2000238451.0,196454764119.0,581202.0,313777752897.0,43899611240.0,,43.58775997161865
128000,list,bubble,int,2,Individual,1.5911027016215744,8142731471.0,2011154529.0,2011154529.0,197224221979.0,523636.0,313803992416.0,43923010789.0,,43.997408628463745
128000,list,bubble,int,3,Individual,1.5749637156337946,8142240663.0,2082614917.0,2082614917.0,199232804814.0,381096.0,313784438546.0,44209016704.0,,43.44883465766907
128000,list,bubble,int,4,Individual,1.5964307999319534,8143648473.0,2014705067.0,2014705067.0,196561695681.0,1728955.0,313797145072.0,43746178955.0,,43.5145788192749
128000,list,bubble,int,5,Individual,1.601935547376237,8142803442.0,2001295497.0,2001295497.0,195875623224.0,398040.0,313780123707.0,43508312035.0,,44.273330211639404
128000,list,bubble,int,AVG,Mean,1.5923267602338567,8143030284.2,2022001692.2,2022001692.2,197069821963.4,722585.8,313788690527.6,43857225944.6,43.764382457733156,
128000,list,bubble,double,1,Individual,1.28769577234241,8167543284.0,2122953529.0,2122953529.0,244389449812.0,2036995.0,314699261328.0,55768042832.0,,55.40559267997742
128000,list,bubble,double,2,Individual,1.2903738869345471,8170321369.0,2124894151.0,2124894151.0,243892969222.0,2054894.0,314713118691.0,55671379994.0,,55.164878845214844
128000,list,bubble,double,3,Individual,1.289340977087416,8168209307.0,2123231838.0,2123231838.0,244069808953.0,1902144.0,314689205953.0,55666485882.0,,55.29013204574585
128000,list,bubble,double,4,Individual,1.2894650129918364,8167414840.0,2123431334.0,2123431334.0,244125415827.0,1701403.0,314791182491.0,55703291659.0,,55.166845083236694
128000,list,bubble,double,5,Individual,1.2932386355132137,8169299077.0,2120488837.0,2120488837.0,243329397138.0,2240813.0,314682977535.0,55593971773.0,,55.28976821899414
128000,list,bubble,double,AVG,Mean,1.2900228569738847,8168557575.4,2122999937.8,2122999937.8,243961408190.4,1987249.8,314715149199.6,55680634428.0,55.26344337463379,
128000,list,merge,int,1,Individual,1.7754715454621695,3556772.0,1830964.0,1830964.0,193387186.0,6202.0,343353446.0,48523797.0,,0.052297115325927734
128000,list,merge,int,2,Individual,1.8599937168526566,3628860.0,1790309.0,1790309.0,192451320.0,6522.0,357958246.0,47909695.0,,0.04854083061218262
128000,list,merge,int,3,Individual,1.794141636841174,4194031.0,1851345.0,1851345.0,195611465.0,7742.0,350954674.0,49433714.0,,0.0502016544342041
128000,list,merge,int,4,Individual,1.776521249833967,3643935.0,1843973.0,1843973.0,192763012.0,7938.0,342447587.0,48579493.0,,0.04958820343017578
128000,list,merge,int,5,Individual,1.78914430302457,3589372.0,1877875.0,1877875.0,198103540.0,7353.0,354435820.0,50044098.0,,0.0511624813079834
128000,list,merge,int,AVG,Mean,1.799054490402907,3722594.0,1838893.2,1838893.2,194463304.6,7151.4,349829954.6,48898159.4,0.05035805702209473,
128000,list,merge,double,1,Individual,1.9966867085843036,4029536.0,2057009.0,2057009.0,243646845.0,6315.0,486486417.0,60149047.0,,0.0620880126953125
128000,list,merge,double,2,Individual,1.9799192733377922,3843359.0,1939163.0,1939163.0,242948977.0,12256.0,481019362.0,62913882.0,,0.06624317169189453
128000,list,merge,double,3,Individual,1.975774142930257,3692708.0,1982172.0,1982172.0,245641299.0,8225.0,485331727.0,61734040.0,,0.05968880653381348
128000,list,merge,double,4,Individual,2.030377633178998,3951321.0,2019402.0,2019402.0,241165859.0,7481.0,489657766.0,59142159.0,,0.06107378005981445
128000,list,merge,double,5,Individual,2.0373172179089543,3959733.0,1986834.0,1986834.0,237559242.0,9740.0,483983534.0,60265485.0,,0.06464982032775879
128000,list,merge,double,AVG,Mean,2.004014995188061,3895331.4,1996916.0,1996916.0,242192444.4,8803.4,485295761.2,60840922.6,0.06274871826171875,
256000,array,insertion,int,1,Individual,3.7091126261168013,1022842856.0,333219.0,333219.0,97496251499.0,107078.0,361624577434.0,22527798052.0,,22.344854593276978
256000,array,insertion,int,2,Individual,3.700392847502155,1024680207.0,328688.0,328688.0,97709672556.0,68498.0,361564173458.0,22494744508.0,,22.303264141082764
256000,array,insertion,int,3,Individual,3.713661501541502,1021386823.0,333869.0,333869.0,97371822106.0,113204.0,361605987090.0,22860098015.0,,22.739806175231934
256000,array,insertion,int,4,Individual,3.7052523160727433,1021201394.0,327749.0,327749.0,97583207789.0,70666.0,361570406670.0,22548062255.0,,22.28567409515381
256000,array,insertion,int,5,Individual,3.7036581787365845,1022133640.0,331694.0,331694.0,97616440834.0,91769.0,361537929474.0,22775428690.0,,22.389507293701172
256000,array,insertion,int,AVG,Mean,3.706415493993957,1022448984.0,331043.8,331043.8,97555478956.8,90243.0,361580614825.2,22641226304.0,22.41262125968933,
256000,array,insertion,double,1,Individual,4.110659384002433,2043715168.0,619252.0,619252.0,87662141873.0,148157.0,360349206112.0,20745605897.0,,20.909648418426514
256000,array,insertion,double,2,Individual,4.14063801088003,2043962848.0,622838.0,622838.0,87006699913.0,245075.0,360263248861.0,20658026762.0,,20.519079208374023
256000,array,insertion,double,3,Individual,4.1083716493049565,2043494450.0,621078.0,621078.0,87690235933.0,273085.0,360264079228.0,20644503047.0,,20.513815879821777
256000,array,insertion,double,4,Individual,4.241410627964488,2044918070.0,603304.0,603304.0,84937218924.0,19978.0,360253623054.0,19549395421.0,,19.179121732711792
256000,array,insertion,double,5,Individual,4.2328258477512515,2043359276.0,612477.0,612477.0,85110681088.0,7136.0,360258690829.0,19664494332.0,,19.27497148513794
256000,array,insertion,double,AVG,Mean,4.1667811039806315,2043889962.4,615789.8,615789.8,86481395546.2,138686.2,360277769616.8,20252405091.8,20.07932734489441,
256000,array,bubble,int,1,Individual,2.0315151549035884,2051787844.0,8770646014.0,8770646014.0,476449257855.0,86714.0,967913887875.0,106941088282.0,,106.01927852630615
256000,array,bubble,int,2,Individual,2.0333360266822806,2055397344.0,8771428896.0,8771428896.0,476002153833.0,88549.0,967872328167.0,106355195955.0,,105.46805548667908
256000,array,bubble,int,3,Individual,2.03294250804361,2052545595.0,8771038911.0,8771038911.0,476113130495.0,14663.0,967910621621.0,106006300908.0,,105.01247143745422
256000,array,bubble,int,4,Individual,2.031410239106074,2052715734.0,8771128488.0,8771128488.0,476434998424.0,66386.0,967834934067.0,105794393104.0,,105.0769431591034
256000,array,bubble,int,5,Individual,2.0328627884853256,2047307887.0,8774108855.0,8774108855.0,476168129950.0,94203.0,967984472438.0,105945516104.0,,105.04156970977783
256000,array,bubble,int,AVG,Mean,2.0324133434441753,2051950880.8,8771670232.8,8771670232.8,476233534111.4,70103.0,967903248833.6,106208498870.6,105.32366366386414,
256000,array,bubble,double,1,Individual,1.5347536717349495,4107189862.0,8843085001.0,8843085001.0,629628202018.0,52441.0,966324194875.0,139976026624.0,,138.7944519519806
256000,array,bubble,double,2,Individual,1.5333513592299943,4102449694.0,8848174601.0,8848174601.0,630229601350.0,34298.0,966363415857.0,139162052235.0,,138.4636995792389
256000,array,bubble,double,3,Individual,1.533918857205364,4102505375.0,8842248300.0,8842248300.0,629988413602.0,524825.0,966351107445.0,142763261036.0,,141.0864496231079
256000,array,bubble,double,4,Individual,1.5351553674811602,4105429417.0,8845494324.0,8845494324.0,629554694809.0,181688.0,966464268859.0,141432844276.0,,141.0002076625824
256000,array,bubble,double,5,Individual,1.5337870187179798,4106973895.0,8840840774.0,8840840774.0,630022803334.0,347851.0,966320797250.0,142679083100.0,,142.07856011390686
256000,array,bubble,double,AVG,Mean,1.5341932548738897,4104909648.6,8843968600.0,8843968600.0,629884743022.6,228220.6,966364756857.2,141202653454.2,140.28467378616332,
256000,array,merge,int,1,Individual,2.4352658235193774,494187.0,2278832.0,2278832.0,196792030.0,1349.0,479240905.0,46362334.0,,0.046061038970947266
256000,array,merge,int,2,Individual,2.373472608783301,456379.0,2286192.0,2286192.0,199039625.0,1659.0,472415098.0,47962155.0,,0.04706740379333496
256000,array,merge,int,3,Individual,2.331951458065058,552804.0,2361686.0,2361686.0,204071964.0,2421.0,475885914.0,50618376.0,,0.05084991455078125
256000,array,merge,int,4,Individual,2.3841699741440885,489139.0,2366789.0,2366789.0,196796002.0,2129.0,469195119.0,50560957.0,,0.0463871955871582
256000,array,merge,int,5,Individual,2.3854018801107717,687207.0,2228780.0,2228780.0,200402341.0,2007.0,478040121.0,47106188.0,,0.047066688537597656
256000,array,merge,int,AVG,Mean,2.3820523489245193,535943.2,2304455.8,2304455.8,199420392.4,1913.0,474955431.4,48522002.0,0.04748644828796387,
256000,array,merge,double,1,Individual,2.527743651389852,1146230.0,2593433.0,2593433.0,297944740.0,3530.0,753127925.0,70625976.0,,0.07151174545288086
256000,array,merge,double,2,Individual,2.447498300971788,1105871.0,2557789.0,2557789.0,301631248.0,3273.0,738241967.0,71783266.0,,0.07008075714111328
256000,array,merge,double,3,Individual,2.5790092404160765,1148094.0,2579118.0,2579118.0,295264951.0,2771.0,761491037.0,70550064.0,,0.07222509384155273
256000,array,merge,double,4,Individual,2.5323094102089994,990423.0,2556946.0,2556946.0,296633858.0,3960.0,751168710.0,71446274.0,,0.07300257682800293
256000,array,merge,double,5,Individual,2.5625835033028017,1056040.0,2567167.0,2567167.0,298416340.0,3712.0,764716790.0,73313956.0,,0.07175445556640625
256000,array,merge,double,AVG,Mean,2.5298288212579036,1089331.6,2570890.6,2570890.6,297978227.4,3449.2,753749285.8,71543907.2,0.07171492576599121,
256000,list,insertion,int,1,Individual,0.20633609792051968,16285944630.0,616937.0,616937.0,1110074441309.0,34932426.0,229048428621.0,246237364821.0,,226.14961409568787
256000,list,insertion,int,2,Individual,0.21052672152515228,16286063163.0,611423.0,611423.0,1088061234035.0,10881043.0,229065964420.0,241406769313.0,,226.83184599876404
256000,list,insertion,int,3,Individual,0.19793559506195504,16285641308.0,634718.0,634718.0,1157287366723.0,56227435.0,229068363590.0,257867471436.0,,235.94683980941772
256000,list,insertion,int,4,Individual,0.24805196937765045,16281892328.0,557341.0,557341.0,923552351980.0,15971720.0,229088979732.0,202996595298.0,,204.65748763084412
256000,list,insertion,int,5,Individual,0.26766807089394357,16284511862.0,525443.0,525443.0,855766830474.0,11114531.0,229061456648.0,185582015691.0,,203.62701225280762
256000,list,insertion,int,AVG,Mean,0.2261036909558442,16284810658.2,589172.4,589172.4,1026948444904.2,25825431.0,229066638602.2,226818043311.8,219.44255995750427,
256000,list,insertion,double,1,Individual,0.2667500979621602,16361062413.0,811939.0,811939.0,863554188395.0,8426672.0,230353164350.0,187265068738.0,,179.52762413024902
256000,list,insertion,double,2,Individual,0.26611515061674734,16359711206.0,816675.0,816675.0,865678173107.0,17149480.0,230370077422.0,186866761303.0,,184.5432095527649
256000,list,insertion,double,3,Individual,0.23955017773718967,16359120110.0,853237.0,853237.0,961645809208.0,24837204.0,230362424516.0,210042556215.0,,223.43209648132324
256000,list,insertion,double,4,Individual,0.23702189525084713,16365839368.0,851652.0,851652.0,971908733386.0,20047610.0,230363649998.0,214332562088.0,,214.16153812408447
256000,list,insertion,double,5,Individual,0.2450043824669341,16367708901.0,838877.0,838877.0,939930241791.0,30318277.0,230287028452.0,207028112389.0,,230.81013870239258
256000,list,insertion,double,AVG,Mean,0.2508883408067757,16362688399.6,834476.0,834476.0,920543429177.4,20155848.6,230347268947.6,201107012146.6,206.49492139816283,
256000,list,bubble,int,1,Individual,1.5353860923728286,32663169809.0,8641343214.0,8641343214.0,819406293142.0,84546859.0,1258105026493.0,184754343173.0,,187.13357996940613
256000,list,bubble,int,2,Individual,1.528254519874032,32659635313.0,8644549688.0,8644549688.0,823352806302.0,5630844.0,1258292647682.0,187359250414.0,,188.29643845558167
256000,list,bubble,int,3,Individual,1.3176503751106277,32654251457.0,8643833138.0,8643833138.0,954969962171.0,144518365.0,1258316528874.0,224105492298.0,,222.30212545394897
256000,list,bubble,int,4,Individual,1.31986342376533,32667383478.0,8646506771.0,8646506771.0,953060343144.0,133028882.0,1257909487557.0,222544530220.0,,220.79266905784607
256000,list,bubble,int,5,Individual,1.3257365292169994,32663590953.0,8641946253.0,8641946253.0,949011188073.0,127959856.0,1258138798664.0,221481046843.0,,217.7493040561676
256000,list,bubble,int,AVG,Mean,1.4053781880679634,32661606202.0,8643635812.8,8643635812.8,899960118566.4,99136961.2,1258152497854.0,208048932589.6,207.25482339859008,
256000,list,bubble,double,1,Individual,1.1251796729641146,32750817202.0,8841377060.0,8841377060.0,1120298921944.0,134310784.0,1260537574615.0,260751130241.0,,257.03964018821716
256000,list,bubble,double,2,Individual,1.1263120723649611,32757967506.0,8830655112.0,8830655112.0,1118857532712.0,132153815.0,1260182746350.0,260319914458.0,,256.45573902130127
256000,list,bubble,double,3,Individual,1.1316499238939468,32751013628.0,8841502203.0,8841502203.0,1113955909235.0,146911385.0,1260608119907.0,259951052663.0,,253.73458743095398
256000,list,bubble,double,4,Individual,1.1275515356178278,32756948613.0,8836119516.0,8836119516.0,1117597742885.0,142936819.0,1260149051193.0,260941263408.0,,259.6768229007721
256000,list,bubble,double,5,Individual,1.1297209849646102,32754192699.0,8839439989.0,8839439989.0,1115734662202.0,138069271.0,1260468861542.0,259909181324.0,,255.5728998184204
256000,list,bubble,double,AVG,Mean,1.128082837961092,32754187929.6,8837818776.0,8837818776.0,1117288953795.6,138876414.8,1260389270721.4,260374508418.8,256.495937871933,
256000,list,merge,int,1,Individual,1.117778077394068,8758979.0,4174809.0,4174809.0,631392757.0,120795.0,705756982.0,166836418.0,,0.1292579174041748
256000,list,merge,int,2,Individual,1.2458509959977058,8774909.0,3954846.0,3954846.0,570866827.0,87130.0,711215005.0,144914981.0,,0.12306928634643555
256000,list,merge,int,3,Individual,1.5041733702447067,8897876.0,3889969.0,3889969.0,476566392.0,72330.0,716838476.0,122428855.0,,0.13319969177246094
256000,list,merge,int,4,Individual,1.5880345196076866,9131187.0,4005466.0,4005466.0,451774891.0,52184.0,717434122.0,112364252.0,,0.11060905456542969
256000,list,merge,int,5,Individual,1.4869146363317012,8995621.0,3897818.0,3897818.0,483662064.0,68131.0,719164202.0,121681883.0,,0.12094545364379883
256000,list,merge,int,AVG,Mean,1.3885503199151734,8911714.4,3984581.6,3984581.6,522852586.2,80114.0,714081757.4,133645277.8,0.12341628074645997,
256000,list,merge,double,1,Individual,1.8203824620589037,8619998.0,4184174.0,4184174.0,539863485.0,63914.0,982758020.0,134841078.0,,0.14479970932006836
256000,list,merge,double,2,Individual,1.8427206195376034,8971559.0,4356252.0,4356252.0,532680112.0,42745.0,981580626.0,130935164.0,,0.1411893367767334
256000,list,merge,double,3,Individual,1.7098323913455515,8881216.0,4218044.0,4218044.0,585794930.0,52472.0,1001611146.0,142824390.0,,0.14221644401550293
256000,list,merge,double,4,Individual,1.7405593917386009,8932059.0,4426310.0,4426310.0,565189112.0,46225.0,983745217.0,138449204.0,,0.1389179229736328
256000,list,merge,double,5,Individual,1.8129384045036137,8608550.0,4306314.0,4306314.0,552774602.0,47158.0,1002146305.0,135611624.0,,0.13849687576293945
256000,list,merge,double,AVG,Mean,1.7852866538368546,8802676.4,4298218.8,4298218.8,555260448.2,50502.8,990368262.8,136532292.0,0.14112405776977538,
